UPC,Title,Price (£),Rating,Genre,Availability,Description
9e28048cea8d41f7,First and First (Five Boroughs #3),15.97,4,Books,In stock (16 available),"Caleb Stone was raised on the Upper East Side, where wealth and lineage reigns, and “alternative lifestyles” are hidden. It took him years to come out to his family, but he’s still stuck in the stranglehold of their expectations. Caleb knows he has to build his confidence and shake things up, but he doesn’t know how… until Oliver Buckley enters the picture.Oli is everythin Caleb Stone was raised on the Upper East Side, where wealth and lineage reigns, and “alternative lifestyles” are hidden. It took him years to come out to his family, but he’s still stuck in the stranglehold of their expectations. Caleb knows he has to build his confidence and shake things up, but he doesn’t know how… until Oliver Buckley enters the picture.Oli is everything Caleb isn’t—risk-taking, provocative, and fiercely independent. Disowned by his family, Oli has made his own way in the world and is beholden to no one. After a chance encounter on New Year’s Eve, Caleb is smitten.As Caleb sheds the insecurities that have held him back for years, he makes bold steps toward changing his career and escaping years of sexual repression. But for Caleb to take full control of his life, he has to be brave enough to confront his feelings and trust Oli with his heart. ...more"
7b599c8bfcdd8d30,Camp Midnight,17.08,4,Books,In stock (16 available),"Ben 10 and Big Hero 6 creator Steven T. Seagle returns to comics with New Yorker Magazine cartoonist Jason Adam Katzenstein for a new graphic novel! Reluctant Skye is accidentally sent to the wrong summer camp. Not wanting to please her ""step monster,"" Skye is dead-set on not fitting in. That won't be a problem, as everyone at Camp Midnight-with the exception of fellow cam Ben 10 and Big Hero 6 creator Steven T. Seagle returns to comics with New Yorker Magazine cartoonist Jason Adam Katzenstein for a new graphic novel! Reluctant Skye is accidentally sent to the wrong summer camp. Not wanting to please her ""step monster,"" Skye is dead-set on not fitting in. That won't be a problem, as everyone at Camp Midnight-with the exception of fellow camper and fast-friend Mia-is a full-fledged monster! The perfect book for fans of Raina Telgemeier's ""Smile, "" but wish it had more bowls of gooey eyeballs. ...more"
3bebf34ee9330cbd,The Third Wave: An Entrepreneur’s Vision of the Future,12.61,5,Books,In stock (15 available),"NEW YORK TIMES BESTSELLERWALL STREET JOURNAL BESTSELLEROne of America’s most accomplished entrepreneurs—a pioneer who made the Internet part of everyday life and orchestrated the largest merger in the history of business—shares a roadmap for how anyone can succeed in a world of rapidly changing technology.Steve Case’s career began when he cofounded America Online (AOL) in NEW YORK TIMES BESTSELLERWALL STREET JOURNAL BESTSELLEROne of America’s most accomplished entrepreneurs—a pioneer who made the Internet part of everyday life and orchestrated the largest merger in the history of business—shares a roadmap for how anyone can succeed in a world of rapidly changing technology.Steve Case’s career began when he cofounded America Online (AOL) in 1985. At the time, only three percent of Americans were online. It took a decade for AOL to achieve mainstream success, and there were many near-death experiences and back-to-the-wall pivots. AOL became the top performing company of the 1990s, and at its peak more than half of all consumer Internet traffic in the United States ran through the service. After Case engineered AOL’s merger with Time Warner and he became Chairman of the combined business, Case oversaw the biggest media and communications empire in the world. In The Third Wave, which pays homage to the work of the futurist Alvin Toffler (from whom Case has borrowed the title, and whose work inspired him as a young man), Case takes us behind the scenes of some of the most consequential and riveting business decisions of our time while offering illuminating insights from decades of working as an entrepreneur, an investor, a philanthropist, and an advocate for sensible bipartisan policies. We are entering, as Case explains, a new paradigm called the “Third Wave” of the Internet. The first wave saw AOL and other companies lay the foundation for consumers to connect to the Internet. The second wave saw companies like Google and Facebook build on top of the Internet to create search and social networking capabilities, while apps like Snapchat and Instagram leverage the smartphone revolution. Now, Case argues, we’re entering the Third Wave: a period in which entrepreneurs will vastly transform major “real world” sectors like health, education, transportation, energy, and food—and in the process change the way we live our daily lives. But success in the Third Wave will require a different skill set, and Case outlines the path forward.The Third Wave is part memoir, part manifesto, and part playbook for the future. With passion and clarity, Case explains the ways in which newly emerging technology companies (a growing number of which, he argues, will not be based in Silicon Valley) will have to rethink their relationships with customers, with competitors, and with governments; and offers advice for how entrepreneurs can make winning business decisions and strategies—and how all of us can make sense of this changing digital age. ...more"
f5a92cff83897d48,The Stranger,17.44,4,Books,In stock (15 available),"This is an alternate cover edition for ISBN 0679720200.Through the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach, Camus explored what he termed ""the nakedness of man faced with the absurd."" First published in English in 1946; now in a new translation by Matthew Ward."
ca71e72655bece85,Something More Than This,16.24,4,Books,In stock (15 available),"Katy Lewis has it all: a sports reporting job she loves, a great roommate, and two brothers who, while nosy, always have her back. But when Conner Roberts, Katy’s unrequited first crush, suddenly shows up—and shows interest—after nine years, she reverts to a sweaty, panicked sixteen-year-old once more.And if trying to read Conner’s signals isn’t tough enough, Katy’s heart Katy Lewis has it all: a sports reporting job she loves, a great roommate, and two brothers who, while nosy, always have her back. But when Conner Roberts, Katy’s unrequited first crush, suddenly shows up—and shows interest—after nine years, she reverts to a sweaty, panicked sixteen-year-old once more.And if trying to read Conner’s signals isn’t tough enough, Katy’s heart is sending some mixed messages of its own. When a beautiful blonde coworker starts pursuing Katy’s boss, Dylan Sterling—her longtime mentor and friend—she realizes she may have a problem with that. A reunion with Conner is what she’s dreamed of for so long…so why can’t she stop thinking about Dylan?For the first time ever, Katy must fact-check her heart. Should she go after the guy she thought she always wanted or see if there’s something more with the one who’s been there all along? ...more"
31001a1210623bd4,Poems That Make Grown Women Cry,14.19,4,Books,In stock (15 available),"Following the success of their anthology Poems That Make Grown Men Cry, father-and-son team Anthony and Ben Holden, working with Amnesty International, have asked the same revealing question of 100 remarkable women. What poem has moved you to tears?The poems chosen range from the eighth century to today, from Rumi and Shakespeare to Sylvia Plath, W.H. Auden to Carol Ann Du Following the success of their anthology Poems That Make Grown Men Cry, father-and-son team Anthony and Ben Holden, working with Amnesty International, have asked the same revealing question of 100 remarkable women. What poem has moved you to tears?The poems chosen range from the eighth century to today, from Rumi and Shakespeare to Sylvia Plath, W.H. Auden to Carol Ann Duffy, Pablo Neruda and Derek Walcott to Imtiaz Dharker and Warsan Shire. Their themes range from love and loss, through mortality and mystery, war and peace, to the beauty and variety of nature. From Yoko Ono to Judi Dench, Chimamanda Ngozi Adichie to Elena Ferrante, Carol Ann Duffy to Kaui Hart Hemmings, and Joan Baez to Nikki Giovanni, this unique collection delivers private insights into the minds of women whose writing, acting, and thinking are admired around the world. ...more"
88c21fcd38e2486e,Dark Notes,19.19,5,Books,In stock (15 available),"They call me a slut. Maybe I am.Sometimes I do things I despise.Sometimes men take without asking.But I have a musical gift, only a year left of high school, and a plan.With one obstacle.Emeric Marceaux doesn’t just take.He seizes my will power and bangs it like a dark note.When he commands me to play, I want to give him everything.I kneel for his punishments, tremble for They call me a slut. Maybe I am.Sometimes I do things I despise.Sometimes men take without asking.But I have a musical gift, only a year left of high school, and a plan.With one obstacle.Emeric Marceaux doesn’t just take.He seizes my will power and bangs it like a dark note.When he commands me to play, I want to give him everything.I kneel for his punishments, tremble for his touch, and risk it all for our stolen moments.He’s my obsession, my master, my music.And my teacher. ...more"
47271d8e08b5d31c,Batman: The Dark Knight Returns (Batman),15.38,5,Books,In stock (15 available),"This masterpiece of modern comics storytelling brings to vivid life a dark world and an even darker man. Together with inker Klaus Janson and colorist Lynn Varley, writer/artist Frank Miller completely reinvents the legend of Batman in his saga of a near-future Gotham City gone to rot, ten years after the Dark Knight's retirement. Crime runs rampant in the streets, and the This masterpiece of modern comics storytelling brings to vivid life a dark world and an even darker man. Together with inker Klaus Janson and colorist Lynn Varley, writer/artist Frank Miller completely reinvents the legend of Batman in his saga of a near-future Gotham City gone to rot, ten years after the Dark Knight's retirement. Crime runs rampant in the streets, and the man who was Batman is still tortured by the memories of his parents' murders. As civil society crumbles around him, Bruce Wayne's long-suppressed vigilante side finally breaks free of its self-imposed shackles. The Dark Knight returns in a blaze of fury, taking on a whole new generation of criminals and matching their level of violence. He is soon joined by this generation's Robin — a girl named Carrie Kelley, who proves to be just as invaluable as her predecessors.But can Batman and Robin deal with the threat posed by their deadliest enemies, after years of incarceration have made them into perfect psychopaths? And more important, can anyone survive the coming fallout of an undeclared war between the superpowers - or a clash of what were once the world's greatest superheroes?Over fifteen years after its debut, 'Batman: The Dark Knight Returns' remains an undisputed classic and one of the most influential stories ever told in the comics medium.Collecting BATMAN: THE DARK KNIGHT RETURNS #1-4 ...more"
d195e7f4ed697350,Agnostic: A Spirited Manifesto,12.51,5,Books,In stock (15 available),"A widely admired writer on religion celebrates agnosticism as the most vibrant, engaging—and ultimately the most honest—stance toward the mysteries of existence. One in four Americans reject any affiliation with organized religion, and nearly half of those under thirty describe themselves as “spiritual but not religious.” But as the airwaves resound with the haranguing of A widely admired writer on religion celebrates agnosticism as the most vibrant, engaging—and ultimately the most honest—stance toward the mysteries of existence. One in four Americans reject any affiliation with organized religion, and nearly half of those under thirty describe themselves as “spiritual but not religious.” But as the airwaves resound with the haranguing of preachers and pundits, who speaks for the millions who find no joy in whittling the wonder of existence to a simple yes/no choice? Lesley Hazleton does. In this provocative, brilliant book, she gives voice to the case for agnosticism, breaks it free of its stereotypes as watered-down atheism or amorphous “seeking,” and celebrates it as a reasoned, revealing, and sustaining stance toward life. Stepping over the lines imposed by rigid conviction, she draws on philosophy, theology, psychology, science, and more to explore, with curiosity and passion, the vital role of mystery in a deceptively information-rich world; to ask what we mean by the search for meaning; to invoke the humbling yet elating perspective of infinity; to challenge received ideas about death; and to reconsider what “the soul” might be. Inspired and inspiring, Agnostic recasts the question of belief not as a problem to be solved but as an invitation to an ongoing, open-ended adventure of the mind. ...more"
6a31307a81e8f3a8,Walt Disney's Alice in Wonderland,12.96,5,Books,In stock (14 available),"The fantastical tale of a young girl chasing her White Rabbit has delighted children since Lewis Carroll wrote it generations ago. Here his Wonderland shines anew, viewed through the looking glasses of two incomparable artists.Mary Blair's vibrant art helped shape the look of Walt Disney's classic animated film. Collected in a picture book for the first time, her illustrat The fantastical tale of a young girl chasing her White Rabbit has delighted children since Lewis Carroll wrote it generations ago. Here his Wonderland shines anew, viewed through the looking glasses of two incomparable artists.Mary Blair's vibrant art helped shape the look of Walt Disney's classic animated film. Collected in a picture book for the first time, her illustrations capture the essence of such memorable characters as the Queen of Hearts and the Mad Hatter with stunning immediacy. Jon Scieszka's captivating text celebrates all that is curious-and all that is nonsensical-about the world that holds Alice spellbound, from a deliciously absurd tea party to the spectacle of a kingdom of playing cards . Brimming with wit and wonder, this sparkling retelling will enchant readers from the moment Alice falls down the rabbit hole, whether or not they've made the journey before. ...more"
ac8e3949d284e9a9,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,5,Books,In stock (14 available),"Superman is going through some changes. First, there's his new ""solar flare"" power, which releases tremendous amounts of energy but leaves him functionally human - fragile, vulnerable, prone to hangovers - for 24 hours.But an even bigger change is coming. A new company called Hordr has sprung up, and its business is secrets. If you have one that you want to keep hidden, Hr Superman is going through some changes. First, there's his new ""solar flare"" power, which releases tremendous amounts of energy but leaves him functionally human - fragile, vulnerable, prone to hangovers - for 24 hours.But an even bigger change is coming. A new company called Hordr has sprung up, and its business is secrets. If you have one that you want to keep hidden, Hrdr can control you - and no one has a bigger secret than Clark Kent.Now, Hordr is threatening to expose Clark's alter ego unless he does everything they command. Will Superman play into the hands of blackmailers to keep his loved ones out of danger? And if the truth that Superman has been hiding is exposed, will it set him free - or ruin his life?A new era for the Man of Steel begins here - crafted by National Book Award nominee Gene Luen Yang (American Born Chinese) and legendary artists John Romita Jr. (Kick-Ass, The Amazing Spider-Man) and Klaus Janson (BATMAN: THE DARK KNIGHT RETURNS). Collects issues #40-44 and the 8-page Superman story from DIVERGENCE: FCBD SPECIAL EDITION #1. ...more"
02b74068fa98d8a4,Old School (Diary of a Wimpy Kid #10),11.83,5,Books,In stock (14 available),"In the latest installment of the phenomenally bestselling Diary of a Wimpy Kid series, author-illustrator Jeff Kinney brings the series back to its roots, as Greg starts a new school year and faces a challenge he never could've imagined. In the latest installment of the phenomenally bestselling Diary of a Wimpy Kid series, author-illustrator Jeff Kinney brings the series back to its roots, as Greg starts a new school year and faces a challenge he never could've imagined.  ...more"
708345c9897fd7c5,Lady Midnight (The Dark Artifices #1),16.28,5,Books,In stock (14 available),"In a kingdom by the sea…In a secret world where half-angel warriors are sworn to fight demons, parabatai is a sacred word.A parabatai is your partner in battle. A parabatai is your best friend. Parabatai can be everything to each other—but they can never fall in love.Emma Carstairs is a warrior, a Shadowhunter, and the best in her generation. She lives for battle. Shoulder In a kingdom by the sea…In a secret world where half-angel warriors are sworn to fight demons, parabatai is a sacred word.A parabatai is your partner in battle. A parabatai is your best friend. Parabatai can be everything to each other—but they can never fall in love.Emma Carstairs is a warrior, a Shadowhunter, and the best in her generation. She lives for battle. Shoulder to shoulder with her parabatai, Julian Blackthorn, she patrols the streets of Los Angeles, where vampires party on the Sunset Strip, and faeries—the most powerful of supernatural creatures—teeter on the edge of open war with Shadowhunters. When the bodies of humans and faeries turn up murdered in the same way Emma’s parents were when she was a child, an uneasy alliance is formed. This is Emma’s chance for revenge—and Julian’s chance to get back his brother Mark, who is being held prisoner by the faerie Courts. All Emma, Mark, and Julian have to do is solve the murders within two weeks…and before the murderer targets them.Their search takes Emma from sea caves full of sorcery to a dark lottery where death is dispensed. And each clue she unravels uncovers more secrets. What has Julian been hiding from her all these years? Why does Shadowhunter Law forbid parabatai to fall in love? Who really killed her parents—and can she bear to know the truth?The darkly magical world of Shadowhunters has captured the imaginations of millions of readers across the globe. Join the adventure in Lady Midnight, the long-awaited first volume of a new trilogy from Cassandra Clare. ...more"
aeff7b87a8e83ebb,I Am Pilgrim (Pilgrim #1),10.6,4,Books,In stock (14 available),"A breakneck race against time...and an implacable enemy.An anonymous young woman murdered in a run-down hotel, all identifying characteristics dissolved by acid. A father publicly beheaded in the blistering heat of a Saudi Arabian public square. A notorious Syrian biotech expert found eyeless in a Damascus junkyard. Smoldering human remains on a remote mountainside in Afgh A breakneck race against time...and an implacable enemy.An anonymous young woman murdered in a run-down hotel, all identifying characteristics dissolved by acid. A father publicly beheaded in the blistering heat of a Saudi Arabian public square. A notorious Syrian biotech expert found eyeless in a Damascus junkyard. Smoldering human remains on a remote mountainside in Afghanistan. A flawless plot to commit an appalling crime against humanity. One path links them all, and only one man can make the journey.Pilgrim. ...more"
fbb21a2f71f4d981,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,5,Books,In stock (14 available),"This is a book I wrote. Because I wrote it, I had to figure out what to put on the back cover to explain what it is. I tried to write a long, third-person summary that would imply how great the book is and also sound vaguely authoritative--like maybe someone who isn’t me wrote it--but I soon discovered that I’m not sneaky enough to pull it off convincingly. So I decided to This is a book I wrote. Because I wrote it, I had to figure out what to put on the back cover to explain what it is. I tried to write a long, third-person summary that would imply how great the book is and also sound vaguely authoritative--like maybe someone who isn’t me wrote it--but I soon discovered that I’m not sneaky enough to pull it off convincingly. So I decided to just make a list of things that are in the book:PicturesWordsStories about things that happened to meStories about things that happened to other people because of meEight billion dollars*Stories about dogsThe secret to eternal happiness**These are lies. Perhaps I have underestimated my sneakiness! ...more"
f201f263d8c23f97,Greek Mythic History,10.23,5,Books,In stock (14 available),"As far back as the fifth century BCE Pherecydes and others attempted to integrate city-state stories into a coherent mythic Greek pre-history. Science unavailable to ancient sources helped guide author Spencer Clevenger to critical insights and intriguing results. In ""Greek Mythic History,"" he weaves myths concerning gods, kings, and heroes into their intended time and pla As far back as the fifth century BCE Pherecydes and others attempted to integrate city-state stories into a coherent mythic Greek pre-history. Science unavailable to ancient sources helped guide author Spencer Clevenger to critical insights and intriguing results. In ""Greek Mythic History,"" he weaves myths concerning gods, kings, and heroes into their intended time and place and offers a concise retelling of Greek myths from a historic perspective. Capitalizing on modern discoveries, Clevenger tells the story in chronological order, starting with the creation of the cosmos and ending in the Dark Ages when poets began to write down their myths and stories. Neither history nor mythology, the stories depict what history might be if the myths were interpreted more literally.With maps and exhibits included, ""Greek Mythic History"" provides a comprehensive retelling of the various Hellenic myths in a logical historical sequence, and places nearly the entire canon into context. ...more"
ac4dde0d1be05de0,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,4,Books,In stock (14 available),"From the winner of the National Book Award and the National Books Critics’ Circle Award—and one of the most original thinkers of our time—a riveting collection of essays about places in dramatic transition.Far and Away collects Andrew Solomon’s writings about places undergoing seismic shifts—political, cultural, and spiritual. Chronicling his stint on the barricades in Mos From the winner of the National Book Award and the National Books Critics’ Circle Award—and one of the most original thinkers of our time—a riveting collection of essays about places in dramatic transition.Far and Away collects Andrew Solomon’s writings about places undergoing seismic shifts—political, cultural, and spiritual. Chronicling his stint on the barricades in Moscow in 1991, when he joined artists in resisting the coup whose failure ended the Soviet Union, his 2002 account of the rebirth of culture in Afghanistan following the fall of the Taliban, his insightful appraisal of a Myanmar seeped in contradictions as it slowly, fitfully pushes toward freedom, and many other stories of profound upheaval, this book provides a unique window onto the very idea of social change. With his signature brilliance and compassion, Solomon demonstrates both how history is altered by individuals, and how personal identities are altered when governments alter.A journalist and essayist of remarkable perception and prescience, Solomon captures the essence of these cultures. Ranging across seven continents and twenty-five years, Far and Away takes a magnificent journey into the heart of extraordinarily diverse experiences, yet Solomon finds a common humanity wherever he travels. Illuminating the development of his own genius, his stories are always intimate and often both funny and deeply moving. ...more"
1d6dd0c87d90fe92,Eight Hundred Grapes,14.39,4,Books,In stock (14 available),"There are secrets you share, and secrets you hide…Growing up on her family’s Sonoma vineyard, Georgia Ford learned some important secrets. The secret number of grapes it takes to make a bottle of wine: eight hundred. The secret ingredient in her mother’s lasagna: chocolate. The secret behind ending a fight: hold hands.But just a week before her wedding, thirty-year-old Geo There are secrets you share, and secrets you hide…Growing up on her family’s Sonoma vineyard, Georgia Ford learned some important secrets. The secret number of grapes it takes to make a bottle of wine: eight hundred. The secret ingredient in her mother’s lasagna: chocolate. The secret behind ending a fight: hold hands.But just a week before her wedding, thirty-year-old Georgia discovers her beloved fiancé has been keeping a secret so explosive, it will change their lives forever.Georgia does what she’s always done: she returns to the family vineyard, expecting the comfort of her long-married parents, and her brothers, and everything familiar. But it turns out her fiancé is not the only one who’s been keeping secrets… ...more"
94a958ea126cdcd5,Dear Mr. Knightley,11.21,5,Books,In stock (14 available),"Dear Mr. Knightley is a contemporary epistolary novel with a delightful dash of Jane Austen.Samantha Moore survived years of darkness in the foster care system by hiding behind her favorite characters in literature, even adopting their very words. Her fictional friends give her an identity, albeit a borrowed one. But most importantly, they protect her from revealing her tr Dear Mr. Knightley is a contemporary epistolary novel with a delightful dash of Jane Austen.Samantha Moore survived years of darkness in the foster care system by hiding behind her favorite characters in literature, even adopting their very words. Her fictional friends give her an identity, albeit a borrowed one. But most importantly, they protect her from revealing her true self and encountering more pain.After college, Samantha receives an extraordinary opportunity. The anonymous “Mr. Knightley” offers her a full scholarship to earn her graduate degree at the prestigious Medill School of Journalism. The sole condition is that Sam write to Mr. Knightley regularly to keep him apprised of her progress.As Sam’s true identity begins to reveal itself through her letters, her heart begins to soften to those around her—a damaged teenager and fellow inhabitant of Grace House, her classmates at Medill, and, most powerfully, successful novelist Alex Powell. But just as Sam finally begins to trust, she learns that Alex has secrets of his own—secrets that, for better or for worse, make it impossible for Sam to hide behind either her characters or her letters. ...more"
